id_umkm,provinsi,sektor,skala_usaha,usia_usaha,punya_smartphone,punya_medsos_bisnis,punya_marketplace,jumlah_platform,frekuensi_posting_mgg,pakai_pembayaran_digital,persen_omzet_online,ikut_pelatihan_digital,punya_website,pakai_tools_manajemen,digital_readiness_score,kategori_score,klaster,pca_1,pca_2,nama_klaster
UMKM0279,DKI Jakarta,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,1.8,1,0,0,25.18,Sedang (25-50),0,-1.7056256652503199,-1.3579817114346076,Digital Laggard
UMKM0280,Sumatera Utara,Fashion,Kecil,< 1 tahun,1,1,1,2,2,1,56.0,0,0,0,71.27,Tinggi (50-75),3,2.1044863650134285,-0.37484083145173464,Digital Adopter
UMKM0281,Bali,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,0,2.9,0,0,1,15.29,Rendah (0-25),0,-1.8169790159348036,-1.1301400298776332,Digital Laggard
UMKM0282,Jawa Barat,Kerajinan,Mikro,1-3 tahun,1,1,1,1,5,1,24.4,1,0,0,75.77,Sangat Tinggi (75-100),3,1.4193050861240264,1.4121610549632002,Digital Adopter
UMKM0283,Jawa Barat,Fashion,Kecil,3-5 tahun,1,1,0,0,1,1,8.1,1,0,1,47.81,Sedang (25-50),2,-0.6221750312728077,0.6663735725090045,Digital Beginner
UMKM0284,Jawa Timur,Kuliner,Kecil,< 1 tahun,1,1,1,1,2,1,43.8,1,0,1,76.71,Sangat Tinggi (75-100),3,1.9837050886380243,0.2630844494779439,Digital Adopter
UMKM0285,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,0,0,1,0,1.8,0,0,0,27.18,Sedang (25-50),2,-1.709041095804133,0.487082187492964,Digital Beginner
UMKM0286,Jawa Timur,Fashion,Mikro,1-3 tahun,1,0,1,1,0,0,30.1,1,0,1,46.34,Sedang (25-50),3,0.7934463295032295,-1.7603903004892087,Digital Adopter
UMKM0287,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,0,0,0,0,0,9.9,1,0,0,15.99,Rendah (0-25),0,-1.7292265404468994,-1.2660101491561806,Digital Laggard
UMKM0288,Jawa Tengah,Fashion,Kecil,1-3 tahun,1,1,0,0,1,0,6.2,0,0,1,32.62,Sedang (25-50),2,-1.204195050935691,0.6861730138517165,Digital Beginner
UMKM0289,Jawa Barat,Kuliner,Menengah,3-5 tahun,1,1,1,1,1,1,82.4,0,1,0,73.57,Tinggi (50-75),1,2.5443284241750366,-0.5479692612524415,Digital Champion
UMKM0290,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,0.2,1,0,0,25.02,Sedang (25-50),0,-1.7446878091246545,-1.3477515241711677,Digital Laggard
UMKM0291,Jawa Timur,Fashion,Mikro,3-5 tahun,1,1,1,2,2,1,27.9,1,0,0,73.46,Tinggi (50-75),3,1.7327382084721425,-0.05906237630535778,Digital Adopter
UMKM0292,Jawa Timur,Kuliner,Kecil,1-3 tahun,1,1,1,1,2,1,42.5,0,0,1,71.58,Tinggi (50-75),3,1.6376863514884143,0.13528568529727455,Digital Adopter
UMKM0293,Sulawesi Selatan,Fashion,Mikro,1-3 tahun,1,1,0,0,5,1,8.1,0,0,0,45.81,Sedang (25-50),2,-0.9250094041701029,1.9727181748425913,Digital Beginner
UMKM0294,Jawa Barat,Kerajinan,Mikro,3-5 tahun,1,1,0,0,2,1,8.4,1,0,0,44.84,Sedang (25-50),2,-0.9100581481182825,0.8546513798136508,Digital Beginner
UMKM0295,Jawa Timur,Jasa,Menengah,< 1 tahun,1,1,1,1,1,1,87.1,1,1,1,84.04,Sangat Tinggi (75-100),1,3.37077936627163,-0.21468580367336965,Digital Champion
UMKM0296,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,1,1,4,1,34.4,0,0,0,69.77,Tinggi (50-75),3,1.2469448596947939,0.7946917844847331,Digital Adopter
UMKM0297,Sumatera Utara,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,0,2.4,0,0,0,29.24,Sedang (25-50),2,-1.5921749114591477,0.9006656760189273,Digital Beginner
UMKM0298,Jawa Barat,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,0,9.1,0,0,0,10.91,Rendah (0-25),0,-2.06303835763578,-1.3970058468566748,Digital Laggard
UMKM0299,DKI Jakarta,Kerajinan,Mikro,< 1 tahun,1,1,0,0,1,1,5.0,1,0,0,42.5,Sedang (25-50),2,-1.0952830842433532,0.4589707189987072,Digital Beginner
UMKM0300,Jawa Timur,Kerajinan,Kecil,1-3 tahun,1,1,1,1,2,1,57.3,0,1,0,73.06,Tinggi (50-75),1,2.0337589225385244,0.02993661019252476,Digital Champion
UMKM0301,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,0,1,1,0,1,27.3,1,0,0,51.06,Tinggi (50-75),3,0.5490154070695192,-2.113473199410992,Digital Adopter
UMKM0302,Jawa Tengah,Elektronik,Menengah,3-5 tahun,1,1,0,0,3,1,6.3,0,1,0,46.63,Sedang (25-50),2,-0.741217187386411,1.3658915164297358,Digital Beginner
UMKM0303,Jawa Tengah,Kuliner,Mikro,3-5 tahun,1,0,1,2,0,1,12.5,0,0,0,47.92,Sedang (25-50),3,0.40804815477955203,-2.351540228936911,Digital Adopter
UMKM0304,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,3.4,0,1,0,15.34,Rendah (0-25),0,-1.7700243557615583,-1.1440568063153893,Digital Laggard
UMKM0305,Sumatera Utara,Kerajinan,Mikro,> 5 tahun,1,1,0,0,5,0,6.3,0,0,0,35.63,Sedang (25-50),2,-1.1903072945891269,2.1279890208135526,Digital Beginner
UMKM0306,Kalimantan Timur,Elektronik,Mikro,1-3 tahun,1,1,0,0,1,0,5.9,0,0,0,27.59,Sedang (25-50),2,-1.6089443521261508,0.4608673326303993,Digital Beginner
UMKM0307,Jawa Tengah,Kerajinan,Mikro,< 1 tahun,1,1,0,0,2,1,2.9,0,1,0,44.29,Sedang (25-50),2,-0.9264421235114818,0.970210855614792,Digital Beginner
UMKM0308,Jawa Barat,Jasa,Mikro,3-5 tahun,1,1,0,0,5,0,1.5,0,0,1,40.15,Sedang (25-50),2,-0.9100685769981077,2.385903423937084,Digital Beginner
UMKM0309,Sumatera Utara,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,0,3.7,0,0,0,10.37,Rendah (0-25),0,-2.194873093211659,-1.3624789648425655,Digital Laggard
UMKM0310,Jawa Barat,Jasa,Mikro,1-3 tahun,1,0,0,0,0,1,4.2,1,0,0,25.42,Sedang (25-50),0,-1.6470324494388182,-1.3733269923297673,Digital Laggard
UMKM0311,Jawa Tengah,Kuliner,Kecil,3-5 tahun,1,1,1,1,3,1,38.2,1,0,1,78.15,Sangat Tinggi (75-100),3,1.9492054654699638,0.7163099136497365,Digital Adopter
UMKM0312,Jawa Timur,Elektronik,Kecil,> 5 tahun,1,1,1,2,3,1,63.0,1,0,0,78.97,Sangat Tinggi (75-100),3,2.6918818701074656,0.13393269935268337,Digital Adopter
UMKM0313,Jawa Timur,Fashion,Kecil,3-5 tahun,1,1,0,0,2,1,0.4,1,0,0,44.04,Sedang (25-50),2,-1.1053688674899549,0.9058023161308499,Digital Beginner
UMKM0314,Kalimantan Timur,Jasa,Mikro,> 5 tahun,1,0,0,0,0,0,2.4,1,0,0,15.24,Rendah (0-25),0,-1.9123303398578424,-1.2180561463588062,Digital Laggard
UMKM0315,Sulawesi Selatan,Fashion,Mikro,> 5 tahun,0,1,0,0,3,1,1.9,0,0,1,36.19,Sedang (25-50),2,-0.6823834056249538,1.6888123615406068,Digital Beginner
UMKM0316,DKI Jakarta,Kerajinan,Kecil,< 1 tahun,1,0,1,2,0,1,59.8,1,0,0,57.65,Tinggi (50-75),3,1.8771035283162785,-2.5178593485801377,Digital Adopter
UMKM0317,Jawa Barat,Fashion,Mikro,1-3 tahun,1,1,1,2,2,1,29.9,1,0,0,73.66,Tinggi (50-75),3,1.7815658883150607,-0.0718501103846576,Digital Adopter
UMKM0318,Jawa Timur,Kerajinan,Mikro,1-3 tahun,1,0,1,1,0,1,34.3,0,0,0,46.76,Sedang (25-50),3,0.4056315412680196,-2.294341060020756,Digital Adopter
UMKM0319,Jawa Timur,Kuliner,Kecil,1-3 tahun,1,1,0,0,1,0,2.4,1,0,0,32.24,Sedang (25-50),2,-1.3801120465995447,0.6193566586013882,Digital Beginner
UMKM0320,Jawa Barat,Kuliner,Kecil,1-3 tahun,1,1,0,0,5,1,5.9,0,0,1,50.59,Tinggi (50-75),2,-0.5812947027832902,2.214008523663033,Digital Beginner
UMKM0321,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,0,8.8,0,0,0,29.88,Sedang (25-50),2,-1.4359263359618095,0.8597449269651677,Digital Beginner
UMKM0322,DKI Jakarta,Kuliner,Mikro,> 5 tahun,1,1,1,2,5,1,10.1,0,0,0,72.68,Tinggi (50-75),3,1.2905447537947885,1.1708970919174566,Digital Adopter
UMKM0323,DKI Jakarta,Elektronik,Kecil,3-5 tahun,1,1,0,0,1,1,9.6,0,0,1,42.96,Sedang (25-50),2,-0.899835016642332,0.5206719806173155,Digital Beginner
UMKM0324,Jawa Barat,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,7.7,1,0,0,25.77,Sedang (25-50),0,-1.5615840097137115,-1.395705526968542,Digital Laggard
UMKM0325,Kalimantan Timur,Pertanian,Kecil,> 5 tahun,1,1,1,3,1,0,32.8,1,1,1,75.28,Sangat Tinggi (75-100),1,2.8930315275746845,-0.11690787888183424,Digital Champion
UMKM0326,Sumatera Utara,Kuliner,Kecil,> 5 tahun,0,1,0,0,4,0,2.3,0,1,0,28.23,Sedang (25-50),2,-0.7570052276121421,2.23671666585616,Digital Beginner
UMKM0327,Jawa Tengah,Kuliner,Kecil,> 5 tahun,1,0,0,0,0,1,2.0,1,0,1,30.2,Sedang (25-50),0,-1.3033177480520057,-1.1320366435093254,Digital Laggard
UMKM0328,DKI Jakarta,Jasa,Mikro,< 1 tahun,0,1,1,1,1,1,20.8,1,0,0,57.41,Tinggi (50-75),3,1.1235461584667263,0.04956772852540675,Digital Adopter
UMKM0329,Jawa Barat,Kerajinan,Mikro,3-5 tahun,1,1,1,2,5,1,41.4,0,0,0,75.81,Sangat Tinggi (75-100),3,2.0546979433364565,0.9707690535764141,Digital Adopter
UMKM0330,Jawa Barat,Fashion,Kecil,< 1 tahun,1,1,0,0,1,1,9.4,1,0,1,47.94,Sedang (25-50),2,-0.5904370393749109,0.6580615453574596,Digital Beginner
UMKM0331,Jawa Barat,Fashion,Mikro,1-3 tahun,1,1,1,2,3,1,39.3,0,0,0,71.6,Tinggi (50-75),3,1.7989931187171728,0.14935655686017218,Digital Adopter
UMKM0332,Sumatera Utara,Kerajinan,Kecil,< 1 tahun,1,1,0,0,5,1,6.4,0,0,1,50.64,Tinggi (50-75),2,-0.5690877828225607,2.210811590143208,Digital Beginner
UMKM0333,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,1,1,3,4,1,16.8,1,0,0,79.68,Sangat Tinggi (75-100),3,2.2008186699275067,0.6501636949537395,Digital Adopter
UMKM0334,Jawa Timur,Pertanian,Mikro,3-5 tahun,1,1,0,0,5,0,9.3,0,0,0,35.93,Sedang (25-50),2,-1.11706577482475,2.1088074196946027,Digital Beginner
UMKM0335,Jawa Timur,Pertanian,Kecil,< 1 tahun,1,1,1,1,2,1,39.4,0,0,0,66.27,Tinggi (50-75),3,1.164578298517869,-0.07211716821302284,Digital Adopter
UMKM0336,Jawa Timur,Kerajinan,Kecil,1-3 tahun,1,1,1,2,1,0,68.0,1,0,0,65.47,Tinggi (50-75),3,2.3881623303701423,-0.5891143680454813,Digital Adopter
UMKM0337,Sulawesi Selatan,Kuliner,Menengah,3-5 tahun,1,1,1,1,1,1,60.6,0,0,1,71.39,Tinggi (50-75),3,1.9773589736747135,-0.39786311687014225,Digital Adopter
UMKM0338,DKI Jakarta,Kerajinan,Kecil,1-3 tahun,1,1,0,0,2,0,3.5,0,0,0,29.35,Sedang (25-50),2,-1.5653196875455426,0.8936324222753124,Digital Beginner
UMKM0339,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,1,5.4,0,0,0,20.54,Rendah (0-25),0,-1.9320165867847805,-1.5171104241095614,Digital Laggard
UMKM0340,Jawa Timur,Kuliner,Kecil,1-3 tahun,1,1,1,1,1,1,47.2,0,0,1,70.05,Tinggi (50-75),3,1.650213518727162,-0.3121852985388333,Digital Adopter
UMKM0341,Jawa Tengah,Kuliner,Kecil,> 5 tahun,1,1,0,0,3,1,0.0,0,1,1,51.0,Tinggi (50-75),2,-0.4975992296775803,1.6333967201127426,Digital Beginner
UMKM0342,Jawa Tengah,Fashion,Mikro,< 1 tahun,1,0,0,0,0,1,7.3,0,0,1,25.73,Sedang (25-50),0,-1.488205141719986,-1.302034930151684,Digital Laggard
UMKM0343,Jawa Timur,Jasa,Mikro,< 1 tahun,1,1,0,0,2,1,7.5,0,0,1,44.75,Sedang (25-50),2,-0.848886200085286,0.9515189101503336,Digital Beginner
UMKM0344,Jawa Tengah,Kerajinan,Mikro,1-3 tahun,1,1,0,0,3,0,7.5,0,0,0,31.75,Sedang (25-50),2,-1.3654464474675962,1.2854767628664663,Digital Beginner
UMKM0345,Jawa Barat,Kerajinan,Mikro,> 5 tahun,1,0,1,1,0,0,27.8,1,0,0,41.11,Sedang (25-50),3,0.33986934846985106,-1.972908247631226,Digital Adopter
UMKM0346,DKI Jakarta,Fashion,Kecil,3-5 tahun,1,1,0,0,4,1,5.2,1,0,1,53.52,Tinggi (50-75),2,-0.3863215258687086,1.9371752131732494,Digital Beginner
UMKM0347,DKI Jakarta,Kuliner,Mikro,3-5 tahun,1,1,1,3,1,1,27.6,0,0,0,69.76,Tinggi (50-75),3,1.8435537546512208,-0.8072602866559535,Digital Adopter
UMKM0348,Jawa Timur,Fashion,Mikro,1-3 tahun,1,1,0,0,4,1,0.2,0,0,1,48.02,Sedang (25-50),2,-0.8226714707277168,1.8330337570392847,Digital Beginner
UMKM0349,Jawa Barat,Pertanian,Mikro,3-5 tahun,1,1,0,0,1,1,5.6,1,0,1,47.56,Sedang (25-50),2,-0.6832096310764554,0.6823582401081293,Digital Beginner
UMKM0350,DKI Jakarta,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,1,1.2,0,0,0,20.12,Rendah (0-25),0,-2.0345547144549085,-1.4902561825430318,Digital Laggard
UMKM0351,Jawa Tengah,Jasa,Mikro,3-5 tahun,1,0,1,1,0,0,41.2,0,0,0,37.45,Sedang (25-50),3,0.35273405816568937,-2.1946968572947494,Digital Adopter
UMKM0352,Sulawesi Selatan,Fashion,Mikro,> 5 tahun,1,0,0,0,0,1,7.6,0,0,0,20.76,Rendah (0-25),0,-1.8783061389575706,-1.5311769315967914,Digital Laggard
UMKM0353,DKI Jakarta,Fashion,Menengah,3-5 tahun,1,1,1,1,1,1,34.6,0,0,1,68.79,Tinggi (50-75),3,1.3425991357167777,-0.23162257383924434,Digital Adopter
UMKM0354,Jawa Timur,Kerajinan,Mikro,> 5 tahun,0,1,0,0,2,0,9.6,0,0,0,19.96,Rendah (0-25),2,-1.2153928463962493,1.1386978205519285,Digital Beginner
UMKM0355,Jawa Timur,Fashion,Mikro,> 5 tahun,1,1,0,0,2,1,5.2,1,0,1,49.52,Sedang (25-50),2,-0.5907572866529288,1.1023355956737426,Digital Beginner
UMKM0356,DKI Jakarta,Elektronik,Mikro,< 1 tahun,1,1,0,0,1,0,9.8,1,0,0,32.98,Sedang (25-50),2,-1.1994496311807474,0.5720420425079789,Digital Beginner
UMKM0357,Jawa Timur,Elektronik,Kecil,> 5 tahun,1,1,0,0,4,0,0.6,1,0,1,43.06,Sedang (25-50),2,-0.7199781680678182,2.11034888685523,Digital Beginner
UMKM0358,Jawa Tengah,Fashion,Mikro,< 1 tahun,1,0,0,0,0,0,5.8,1,0,0,15.58,Rendah (0-25),0,-1.8293232841248817,-1.2397952942936161,Digital Laggard
UMKM0359,Bali,Kuliner,Kecil,3-5 tahun,1,0,0,0,0,0,3.5,0,0,0,10.35,Rendah (0-25),0,-2.1997558611959507,-1.3612001914346354,Digital Laggard
UMKM0360,Jawa Tengah,Fashion,Kecil,< 1 tahun,1,1,0,0,2,0,8.4,1,0,1,39.84,Sedang (25-50),2,-0.7339859774646579,1.2256371064464544,Digital Beginner
UMKM0361,Jawa Barat,Elektronik,Kecil,< 1 tahun,1,1,1,2,4,0,20.6,1,1,0,71.73,Tinggi (50-75),1,1.9697728486958523,1.1827183542984654,Digital Champion
UMKM0362,DKI Jakarta,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,2.6,0,0,0,39.26,Sedang (25-50),2,-1.3659391649144579,0.755625017311406,Digital Beginner
UMKM0363,Jawa Tengah,Kerajinan,Kecil,1-3 tahun,1,1,1,2,3,1,38.0,0,1,0,76.47,Sangat Tinggi (75-100),1,2.199428016245814,0.37417258242699813,Digital Champion
UMKM0364,Jawa Tengah,Kerajinan,Mikro,3-5 tahun,1,0,0,0,0,1,3.7,1,1,0,30.37,Sedang (25-50),0,-1.2270664799730093,-1.1536260603946615,Digital Laggard
UMKM0365,Bali,Kerajinan,Menengah,3-5 tahun,1,1,1,1,3,1,50.4,0,0,1,74.37,Tinggi (50-75),3,1.932773567260051,0.5021939444337934,Digital Adopter
UMKM0366,Jawa Barat,Kuliner,Mikro,< 1 tahun,1,0,1,2,0,0,48.7,1,0,1,51.54,Tinggi (50-75),3,1.782182075841708,-2.0759016978072204,Digital Adopter
UMKM0367,Kalimantan Timur,Kerajinan,Mikro,< 1 tahun,1,0,0,0,0,1,6.5,1,0,1,30.65,Sedang (25-50),0,-1.19345546840544,-1.16080904518775,Digital Laggard
UMKM0368,Bali,Elektronik,Mikro,3-5 tahun,1,1,1,3,2,0,49.7,0,0,0,63.97,Tinggi (50-75),3,2.263964518747178,-0.38738305418287206,Digital Adopter
UMKM0369,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,0,4.3,0,0,0,10.43,Rendah (0-25),0,-2.1802247892587836,-1.3663152850663554,Digital Laggard
UMKM0370,Jawa Timur,Kuliner,Kecil,> 5 tahun,1,0,1,3,0,0,62.0,0,0,1,51.2,Tinggi (50-75),3,2.3272437253447396,-2.4936363911473016,Digital Adopter
UMKM0371,Jawa Timur,Pertanian,Mikro,3-5 tahun,1,1,0,0,1,0,5.9,0,0,0,27.59,Sedang (25-50),2,-1.6089443521261508,0.4608673326303993,Digital Beginner
UMKM0372,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,1,7.6,0,1,0,44.76,Sedang (25-50),2,-0.8116970758806242,0.9401596805284375,Digital Beginner
UMKM0373,Jawa Timur,Jasa,Mikro,3-5 tahun,1,1,0,0,2,1,4.1,1,0,0,44.41,Sedang (25-50),2,-1.0150376597805564,0.8821450080841454,Digital Beginner
UMKM0374,DKI Jakarta,Fashion,Kecil,1-3 tahun,1,0,0,0,0,1,4.2,0,0,0,20.42,Rendah (0-25),0,-1.9613131946905313,-1.5094377836619814,Digital Laggard
UMKM0375,Jawa Timur,Kuliner,Kecil,3-5 tahun,1,1,1,3,5,0,30.4,1,1,0,78.04,Sangat Tinggi (75-100),1,2.8458846841176006,1.3408927956791263,Digital Champion
UMKM0376,Jawa Barat,Elektronik,Kecil,1-3 tahun,1,1,1,1,4,0,69.5,1,0,0,68.28,Tinggi (50-75),3,2.1967984076293217,0.8501397280248265,Digital Adopter
UMKM0377,Sulawesi Selatan,Fashion,Kecil,1-3 tahun,1,1,0,0,1,0,1.5,0,0,0,27.15,Sedang (25-50),2,-1.7163652477805709,0.48900034760485894,Digital Beginner
UMKM0378,Jawa Timur,Fashion,Mikro,> 5 tahun,1,1,0,0,3,0,4.8,1,0,1,41.48,Sedang (25-50),2,-0.7196579207898003,1.6660748365389473,Digital Beginner
UMKM0379,Sumatera Utara,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,5.3,0,0,1,15.53,Rendah (0-25),0,-1.758385800123302,-1.1454853107727931,Digital Laggard
UMKM0380,Jawa Barat,Fashion,Kecil,> 5 tahun,1,0,1,1,0,1,52.4,1,0,0,53.57,Tinggi (50-75),3,1.161802789098142,-2.2739592621062052,Digital Adopter
UMKM0381,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,1,0.7,0,0,0,39.07,Sedang (25-50),2,-1.41232546076523,0.7677733646867408,Digital Beginner
UMKM0382,DKI Jakarta,Fashion,Mikro,> 5 tahun,1,1,0,0,3,1,6.0,0,0,0,41.6,Sedang (25-50),2,-1.180714228789387,1.15130567812635,Digital Beginner
UMKM0383,DKI Jakarta,Pertanian,Mikro,> 5 tahun,1,1,1,2,2,0,18.8,0,1,0,62.55,Tinggi (50-75),1,1.4071114308012926,0.22327690613811463,Digital Champion
UMKM0384,Sulawesi Selatan,Kuliner,Mikro,1-3 tahun,1,1,1,2,2,1,30.0,0,0,0,68.67,Tinggi (50-75),3,1.4697265270554936,-0.2086002884208368,Digital Adopter
UMKM0385,Sumatera Utara,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,1,8.7,0,1,0,25.87,Sedang (25-50),0,-1.419278025617427,-1.3217061869251252,Digital Laggard
UMKM0386,Sumatera Utara,Kuliner,Kecil,3-5 tahun,1,1,0,0,1,0,2.1,0,1,0,32.21,Sedang (25-50),2,-1.269544054401157,0.70166802579635,Digital Beginner
UMKM0387,Jawa Barat,Jasa,Mikro,1-3 tahun,0,1,1,1,4,0,34.9,1,0,0,54.82,Tinggi (50-75),3,1.5530819639752318,1.355435514815194,Digital Adopter
UMKM0388,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,6.7,0,1,0,25.67,Sedang (25-50),0,-1.4681057054603452,-1.3089184528458253,Digital Laggard
UMKM0389,Sumatera Utara,Pertanian,Mikro,> 5 tahun,1,1,0,0,5,0,3.5,1,0,1,45.35,Sedang (25-50),2,-0.5469601519034768,2.509226481189999,Digital Beginner
UMKM0390,Sumatera Utara,Fashion,Kecil,3-5 tahun,1,1,1,1,1,1,56.6,0,1,0,70.99,Tinggi (50-75),1,1.9144513542013935,-0.3830074916294736,Digital Champion
UMKM0391,Kalimantan Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,1,2.5,0,0,1,46.25,Sedang (25-50),2,-0.8687375193004713,1.4009080540983367,Digital Beginner
UMKM0392,Jawa Barat,Kuliner,Kecil,1-3 tahun,1,1,0,0,5,0,3.1,0,0,1,40.31,Sedang (25-50),2,-0.8710064331237733,2.375673236673644,Digital Beginner
UMKM0393,Jawa Barat,Kuliner,Kecil,1-3 tahun,1,1,1,2,3,1,31.2,1,0,1,80.79,Sangat Tinggi (75-100),3,2.31294690981909,0.5644815125467627,Digital Adopter
UMKM0394,Sumatera Utara,Fashion,Mikro,< 1 tahun,1,1,1,2,4,0,41.3,1,0,0,68.8,Tinggi (50-75),3,2.042966445643516,0.833861308162431,Digital Adopter
UMKM0395,Jawa Barat,Kuliner,Menengah,> 5 tahun,1,1,1,2,4,0,89.8,1,1,1,83.65,Sangat Tinggi (75-100),1,4.056635720474842,0.9674865964879032,Digital Champion
UMKM0396,Bali,Jasa,Menengah,1-3 tahun,1,1,1,1,2,1,65.7,1,1,1,83.9,Sangat Tinggi (75-100),1,2.9505410723445165,0.33956275972489175,Digital Champion
UMKM0397,Sulawesi Selatan,Fashion,Kecil,1-3 tahun,1,1,1,2,3,0,38.8,1,0,0,66.55,Tinggi (50-75),3,1.8797139654477586,0.43242616701180264,Digital Adopter
UMKM0398,Jawa Tengah,Kuliner,Kecil,< 1 tahun,1,1,1,2,1,1,37.7,0,0,1,72.44,Tinggi (50-75),3,1.9529203632726404,-0.44802903204268235,Digital Adopter
UMKM0399,Sumatera Utara,Kerajinan,Mikro,3-5 tahun,1,1,1,1,2,1,16.4,1,0,0,68.97,Tinggi (50-75),3,0.9173407255760234,0.2110525650311394,Digital Adopter
UMKM0400,Sumatera Utara,Kerajinan,Mikro,3-5 tahun,1,0,1,2,0,1,49.2,0,0,0,51.59,Tinggi (50-75),3,1.3040360798970998,-2.586195149292063,Digital Adopter
UMKM0401,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,0,5.8,0,0,0,31.58,Sedang (25-50),2,-1.4069499753340766,1.296346336833871,Digital Beginner
UMKM0402,Bali,Kuliner,Mikro,< 1 tahun,1,0,1,1,0,0,40.1,0,0,0,37.34,Sedang (25-50),3,0.3258788342520844,-2.1876636035511345,Digital Adopter
UMKM0403,Jawa Tengah,Kuliner,Menengah,1-3 tahun,1,1,1,3,2,1,64.2,1,1,1,90.42,Sangat Tinggi (75-100),1,3.983196960061007,-0.0440173804766798,Digital Champion
UMKM0404,Sulawesi Selatan,Kerajinan,Mikro,1-3 tahun,1,1,0,0,1,1,4.5,0,0,0,37.45,Sedang (25-50),2,-1.4217707494557958,0.326056861186318,Digital Beginner
UMKM0405,Jawa Barat,Kerajinan,Kecil,3-5 tahun,0,1,1,2,5,1,22.8,0,1,0,68.95,Tinggi (50-75),1,2.23377582785225,1.5902669661476638,Digital Champion
UMKM0406,Bali,Fashion,Kecil,3-5 tahun,1,0,1,2,0,1,22.5,1,1,1,63.92,Tinggi (50-75),1,1.7960653378864166,-1.8356402682527027,Digital Champion
UMKM0407,Jawa Barat,Jasa,Kecil,1-3 tahun,1,1,1,1,1,1,64.2,1,1,1,81.75,Sangat Tinggi (75-100),1,2.8117024320702177,-0.06826624846538665,Digital Champion
UMKM0408,Jawa Timur,Jasa,Menengah,1-3 tahun,1,0,1,2,0,1,47.5,1,0,1,61.42,Tinggi (50-75),3,1.974238446496355,-2.2119909426592317,Digital Adopter
UMKM0409,Bali,Fashion,Mikro,> 5 tahun,1,1,0,0,5,1,5.0,0,0,0,45.5,Sedang (25-50),2,-1.000692307926626,1.992539162665506,Digital Beginner
UMKM0410,Jawa Timur,Jasa,Mikro,3-5 tahun,1,1,0,0,5,0,9.0,0,0,0,35.9,Sedang (25-50),2,-1.1243899268011877,2.110725579806498,Digital Beginner
UMKM0411,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,3.2,0,0,0,20.32,Rendah (0-25),0,-1.9857270346119904,-1.5030439166223317,Digital Laggard
UMKM0412,Kalimantan Timur,Kuliner,Mikro,< 1 tahun,1,1,1,1,4,1,24.0,0,0,0,68.73,Tinggi (50-75),3,0.9930409245116195,0.8611880016970922,Digital Adopter
UMKM0413,Kalimantan Timur,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,7.1,0,0,1,25.71,Sedang (25-50),0,-1.4930879097042777,-1.3007561567437542,Digital Laggard
UMKM0414,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,0,0,5,1,7.8,0,0,0,45.78,Sedang (25-50),2,-0.9323335561465406,1.974636334954486,Digital Beginner
UMKM0415,DKI Jakarta,Fashion,Kecil,3-5 tahun,1,1,1,1,1,1,63.3,0,1,1,76.66,Sangat Tinggi (75-100),1,2.475449230889191,-0.19862255946191587,Digital Champion
UMKM0416,Jawa Tengah,Elektronik,Mikro,> 5 tahun,1,1,0,0,1,1,4.0,0,0,0,37.4,Sedang (25-50),2,-1.4339776694165252,0.3292537947061429,Digital Beginner
UMKM0417,Jawa Barat,Kuliner,Mikro,1-3 tahun,1,1,1,3,1,1,31.2,1,0,0,75.12,Sangat Tinggi (75-100),3,2.2457243236201867,-0.6941674166664789,Digital Adopter
UMKM0418,Jawa Barat,Kuliner,Kecil,< 1 tahun,1,0,1,1,0,1,61.6,1,0,1,59.49,Tinggi (50-75),3,1.783835265589588,-2.1055589975377726,Digital Adopter
